id,species,genus,family,order,class,phylum,domain
DKBA01000026.1_0_4_2,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_5_1,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_5_2,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_6_1,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_6_2,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_7_1,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_0_7_2,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_1_7_1,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
DKBA01000026.1_1_7_2,UBA6912 sp002450985,UBA6912,UBA5794,UBA5794,Acidimicrobiia,Actinobacteriota,Bacteria
WBXD01000017.1_0_0_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_0_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_1_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_1_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_2_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_2_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_3_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_3_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_4_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_4_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_5_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_5_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_6_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_6_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_7_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_0_7_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_1_7_1,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
WBXD01000017.1_1_7_2,UBA1315 sp008932935,UBA1315,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria
PBSX01000072.1_0_0_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_0_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_1_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_1_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_2_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_2_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_3_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_3_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_4_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_4_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_5_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_5_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_6_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_6_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_7_1,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
PBSX01000072.1_0_7_2,CABZJG01 sp002726375,CABZJG01,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
JAAYQI010000217.1_0_7_1,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
JAAYQI010000217.1_0_7_2,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
JAAYQI010000217.1_1_7_1,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
JAAYQI010000217.1_1_7_2,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
JAAYQI010000217.1_2_7_1,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
JAAYQI010000217.1_2_7_2,JAAYQI01 sp012519385,JAAYQI01,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes_A,Bacteria
NZ_LCZE01000023.1_0_0_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_0_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_1_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_1_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_2_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_2_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_3_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_3_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_4_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_4_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_5_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_5_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_6_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_6_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_7_1,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LCZE01000023.1_0_7_2,Pseudomonas_E fluorescens_N,Pseudomonas_E,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_0_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_0_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_1_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_1_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_2_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_2_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_3_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_3_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_4_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_4_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_5_7_1,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
DNMQ01000225.1_5_7_2,Pseudomonas_A sp003488145,Pseudomonas_A,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CAIXRL010000197.1_0_7_1,CAIXRL01 sp903921835,CAIXRL01,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,Eisenbacteria,Bacteria
CAIXRL010000197.1_0_7_2,CAIXRL01 sp903921835,CAIXRL01,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,Eisenbacteria,Bacteria
CAIXRL010000197.1_1_7_1,CAIXRL01 sp903921835,CAIXRL01,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,Eisenbacteria,Bacteria
CAIXRL010000197.1_1_7_2,CAIXRL01 sp903921835,CAIXRL01,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,Eisenbacteria,Bacteria
JAAYXU010000041.1_0_7_1,JAAYXU01 sp012515725,JAAYXU01,UMGS416,Christensenellales,Clostridia_A,Firmicutes_A,Bacteria
JAAYXU010000041.1_0_7_2,JAAYXU01 sp012515725,JAAYXU01,UMGS416,Christensenellales,Clostridia_A,Firmicutes_A,Bacteria
DHMB01000127.1_0_7_1,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
DHMB01000127.1_0_7_2,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
DHMB01000127.1_1_7_1,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
DHMB01000127.1_1_7_2,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
DHMB01000127.1_2_7_1,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
DHMB01000127.1_2_7_2,CAG-841 sp002405565,CAG-841,CAG-272,Oscillospirales,Clostridia,Firmicutes_A,Bacteria
JACNFQ010000081.1_0_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_0_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_1_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_1_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_2_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_2_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_3_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_3_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_4_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_4_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_5_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_5_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_6_7_1,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
JACNFQ010000081.1_6_7_2,NIOZ-UU106 sp014384545,NIOZ-UU106,UBA6624,UBA6624,UBA6624,UBP7,Bacteria
CAJCHR010000269.1_0_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_0_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_1_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_1_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_2_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_2_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_3_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_3_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_4_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_4_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_5_7_1,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
CAJCHR010000269.1_5_7_2,Novosphingobium sp903970225,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
QMMC01000579.1_0_7_1,B10-G4 sp003647065,B10-G4,SG8-38,Polyangiales,Polyangia,Myxococcota,Bacteria
QMMC01000579.1_0_7_2,B10-G4 sp003647065,B10-G4,SG8-38,Polyangiales,Polyangia,Myxococcota,Bacteria
